time,app_id,review,playtime,voted_up
2011-05-31,420,18,551.875,1.0
2011-05-31,620,598,2577.735785953177,0.9966555183946488
2011-05-31,4000,120,66472.66386554622,0.9916666666666667
2011-05-31,8930,49,20236.448979591838,1.0
2011-05-31,35140,17,1421.235294117647,1.0
2011-05-31,40800,41,1027.219512195122,1.0
2011-05-31,48700,97,20783.58762886598,1.0
2011-05-31,105600,488,9572.493852459016,0.9938524590163934
2011-06-30,70,29,1236.923076923077,1.0
2011-06-30,240,149,47863.00675675676,0.9932885906040269
2011-06-30,420,20,924.0526315789474,1.0
2011-06-30,620,216,2481.0833333333335,1.0
2011-06-30,4000,142,65924.30985915494,0.9929577464788732
2011-06-30,8930,44,21868.159090909092,1.0
2011-06-30,35140,25,1225.44,1.0
2011-06-30,40800,32,1138.71875,1.0
2011-06-30,48700,61,35929.95081967213,0.9836065573770492
2011-06-30,105600,529,11577.175803402646,0.996219281663516
2011-07-31,70,130,849.3063063063063,0.9846153846153847
2011-07-31,240,545,48046.95229357798,0.9926873857404022
2011-07-31,420,50,592.0769230769231,1.0
2011-07-31,620,1231,2168.086038961039,0.9991883116883117
2011-07-31,4000,562,50202.35638297872,0.9893617021276596
2011-07-31,8930,289,16717.04152249135,0.9930795847750865
2011-07-31,35140,193,1426.9197860962568,0.9896373056994818
2011-07-31,40800,344,1382.1453488372092,0.9912790697674418
2011-07-31,48700,310,23682.15857605178,0.9967741935483871
2011-07-31,105600,1397,10303.047891350965,0.9949964260185847
2011-08-31,70,39,1073.6774193548388,0.9743589743589743
2011-08-31,240,206,39339.271844660194,0.9854368932038835
2011-08-31,420,18,920.375,1.0
2011-08-31,620,235,2246.6581196581196,0.9957446808510638
2011-08-31,4000,202,60515.6,0.9752475247524752
2011-08-31,8930,111,14800.666666666666,0.972972972972973
2011-08-31,35140,64,1059.079365079365,1.0
2011-08-31,40800,24,912.5833333333334,1.0
2011-08-31,48700,84,28465.75,1.0
2011-08-31,105600,524,12608.192748091604,0.9961904761904762
2011-09-30,70,27,3233.153846153846,1.0
2011-09-30,240,169,44012.11834319527,0.9763313609467456
2011-09-30,420,18,509.7647058823529,1.0
2011-09-30,620,147,3095.605442176871,1.0
2011-09-30,4000,146,59805.13698630137,0.9931506849315068
2011-09-30,8930,153,12734.162337662337,0.9935064935064936
2011-09-30,35140,32,1307.34375,1.0
2011-09-30,40800,33,1578.3939393939395,1.0
2011-09-30,48700,85,22958.223529411764,1.0
2011-09-30,105600,222,13487.063063063064,0.990990990990991
2011-10-31,70,28,2757.25,1.0
2011-10-31,240,149,45156.5100671141,0.9865771812080537
2011-10-31,420,18,1157.75,0.9444444444444444
2011-10-31,620,363,2175.7988980716254,0.9972451790633609
2011-10-31,4000,129,45703.22480620155,0.9844961240310077
2011-10-31,8930,66,18643.909090909092,0.9848484848484849
2011-10-31,35140,73,1410.7777777777778,0.9863013698630136
2011-10-31,40800,18,952.7058823529412,1.0
2011-10-31,48700,61,28536.737704918032,0.9836065573770492
2011-10-31,105600,197,16839.091370558377,1.0
2011-10-31,113200,186,4521.129032258064,1.0
2011-11-30,70,33,893.3666666666667,0.9696969696969697
2011-11-30,240,135,47203.55474452555,1.0
2011-11-30,420,16,508.64285714285717,1.0
2011-11-30,620,202,1838.0541871921182,0.9852216748768473
2011-11-30,4000,146,51742.66438356164,0.9726027397260274
2011-11-30,8930,71,14575.408450704226,1.0
2011-11-30,32470,2,708.5,1.0
2011-11-30,35140,45,1819.8444444444444,0.9777777777777777
2011-11-30,40800,41,1433.658536585366,1.0
2011-11-30,48700,52,16931.365384615383,1.0
2011-11-30,55230,163,4570.1533742331285,0.9815950920245399
2011-11-30,72850,1720,12714.330232558139,0.9726744186046512
2011-11-30,105600,230,15412.060869565217,0.9956521739130435
2011-11-30,113200,239,4253.273109243697,0.9832635983263598
2011-12-31,70,242,888.0469483568075,0.9958677685950413
2011-12-31,240,886,40249.30812641083,0.9932279909706546
2011-12-31,420,133,769.637168141593,0.9924812030075187
2011-12-31,620,1604,1946.9329573934838,0.9981296758104738
2011-12-31,4000,755,34873.037184594956,0.9827814569536424
2011-12-31,8930,351,17887.422857142858,0.9943019943019943
2011-12-31,32470,17,1448.75,0.9411764705882353
2011-12-31,35140,375,1204.403314917127,1.0
2011-12-31,40800,513,856.5526838966202,0.9785575048732943
2011-12-31,47890,13,6905.923076923077,1.0
2011-12-31,48700,317,19252.395569620254,0.9968454258675079
2011-12-31,55230,571,3786.61295971979,0.9877408056042032
2011-12-31,72850,2979,12997.28715196243,0.9751761153975176
2011-12-31,105600,2431,11609.79044874434,0.9950698438783895
2011-12-31,113200,677,4938.658284023669,0.9852289512555391
2011-12-31,200900,527,542.1848249027238,0.9905123339658444
2012-01-31,70,57,2117.5454545454545,1.0
2012-01-31,240,288,37734.90972222222,0.9930555555555556
2012-01-31,420,30,721.7307692307693,1.0
2012-01-31,620,395,1971.03807106599,0.9974683544303797
2012-01-31,4000,291,39896.22680412371,0.9759450171821306
2012-01-31,8930,99,16131.252525252525,1.0
2012-01-31,32470,9,3327.5555555555557,0.8888888888888888
2012-01-31,35140,76,1183.7714285714285,1.0
2012-01-31,40800,117,753.7241379310345,0.9743589743589743
2012-01-31,47890,8,14270.625,0.875
2012-01-31,48700,80,20636.3375,0.9875
2012-01-31,55230,193,4380.875,0.9792746113989638
2012-01-31,72850,846,12947.732311320755,0.9681603773584906
2012-01-31,105600,666,13056.989520958085,0.9940119760479041
2012-01-31,113200,260,4782.135135135135,0.9846153846153847
2012-01-31,200900,88,657.4285714285714,1.0
2012-02-29,70,29,3581.185185185185,1.0
2012-02-29,240,185,45528.95135135135,0.9891891891891892
2012-02-29,420,17,1967.9411764705883,0.9411764705882353
2012-02-29,620,149,2236.3154362416108,0.9798657718120806
2012-02-29,4000,204,39546.80392156863,0.9803921568627451
2012-02-29,8930,71,14951.61971830986,1.0
2012-02-29,32470,2,1490.5,1.0
2012-02-29,35140,25,1736.28,1.0
2012-02-29,40800,37,1355.3333333333333,0.972972972972973
2012-02-29,47890,3,6601.333333333333,1.0
2012-02-29,48700,53,34409.346153846156,1.0
2012-02-29,55230,91,4631.131868131868,1.0
2012-02-29,72850,609,13867.298360655737,0.978688524590164
2012-02-29,105600,266,16597.165413533836,0.9849624060150376
2012-02-29,113200,82,4854.59756097561,1.0
2012-02-29,200900,20,1072.35,0.95
2012-03-31,70,32,3733.3928571428573,1.0
2012-03-31,240,164,43289.85975609756,1.0
2012-03-31,420,21,809.55,1.0
2012-03-31,620,235,2344.676595744681,1.0
2012-03-31,4000,222,63338.004504504504,0.9864864864864865
2012-03-31,8930,120,12645.933333333332,0.9833333333333333
2012-03-31,32470,6,1874.5,0.8333333333333334
2012-03-31,35140,15,1466.4666666666667,1.0
2012-03-31,40800,32,1153.6333333333334,0.96875
2012-03-31,47890,19,10521.888888888889,0.9473684210526315
2012-03-31,48700,76,24256.065789473683,1.0
2012-03-31,55230,148,4516.635135135135,1.0
2012-03-31,72850,329,17361.218844984804,0.9696048632218845
2012-03-31,105600,233,16430.508620689656,0.9957081545064378
2012-03-31,113200,86,6820.116279069767,0.9883720930232558
2012-03-31,200900,23,637.4347826086956,1.0
2012-04-30,70,23,1147.1904761904761,1.0
2012-04-30,240,149,40595.590604026846,0.9932885906040269
2012-04-30,420,14,663.0,1.0
2012-04-30,620,166,2442.569696969697,0.9698795180722891
2012-04-30,4000,163,49899.28220858896,0.9754601226993865
2012-04-30,8930,85,19007.964705882354,0.9647058823529412
2012-04-30,32470,3,1773.0,1.0
2012-04-30,35140,19,2389.3125,1.0
2012-04-30,40800,32,2330.71875,1.0
2012-04-30,47890,4,3754.75,1.0
2012-04-30,48700,131,20305.274809160306,0.9923664122137404
2012-04-30,55230,80,4645.025,0.975
2012-04-30,72850,302,14375.791390728476,0.9834437086092715
2012-04-30,105600,221,16147.588235294117,0.995475113122172
2012-04-30,113200,62,5064.5,1.0
2012-04-30,200900,22,691.3333333333334,0.9545454545454546
2012-04-30,207610,22,1444.909090909091,1.0
2012-05-31,70,25,918.0416666666666,1.0
2012-05-31,240,124,39545.43548387097,0.967741935483871
2012-05-31,420,13,918.1666666666666,1.0
2012-05-31,620,473,2879.625,0.9957716701902748
2012-05-31,4000,160,39475.69375,0.99375
2012-05-31,8930,118,17358.966101694914,0.9915254237288136
2012-05-31,32470,1,2081.0,1.0
2012-05-31,35140,38,1249.6216216216217,1.0
2012-05-31,40800,34,827.8484848484849,1.0
2012-05-31,47890,6,10565.333333333334,1.0
2012-05-31,48700,93,16320.21505376344,0.989247311827957
2012-05-31,55230,66,4363.469696969697,1.0
2012-05-31,72850,282,15445.774647887323,0.9823943661971831
2012-05-31,105600,181,13273.906077348067,0.9834254143646409
2012-05-31,113200,151,5165.41059602649,0.9867549668874173
2012-05-31,200900,18,464.8888888888889,1.0
2012-05-31,207610,90,1173.7777777777778,0.9888888888888889
2012-06-30,70,25,1079.56,1.0
2012-06-30,240,173,29668.341040462426,0.9884393063583815
2012-06-30,420,18,452.875,1.0
2012-06-30,620,187,2168.1657754010694,1.0
2012-06-30,4000,184,47307.63043478261,0.9891304347826086
2012-06-30,8930,142,13573.415492957747,0.9790209790209791
2012-06-30,32470,3,703.6666666666666,1.0
2012-06-30,35140,28,1025.0384615384614,1.0
2012-06-30,40800,90,667.5056179775281,1.0
2012-06-30,47890,4,6775.25,1.0
2012-06-30,48700,135,18600.51111111111,0.9925925925925926
2012-06-30,55230,145,3810.2,0.993103448275862
2012-06-30,72850,245,16901.51219512195,0.983739837398374
2012-06-30,105600,194,12800.175257731958,1.0
2012-06-30,113200,219,4955.5388127853885,0.9908675799086758
2012-06-30,200900,25,644.1666666666666,0.96
2012-06-30,207610,41,1506.7317073170732,0.975609756097561
2012-07-31,70,183,1874.7151162790697,0.9945652173913043
2012-07-31,240,820,52955.387804878046,0.9890377588306942
2012-07-31,420,68,915.6774193548387,0.9705882352941176
2012-07-31,620,1490,1946.6158536585365,0.9986586183769283
2012-07-31,4000,706,46119.60425531915,0.9915014164305949
2012-07-31,8930,1033,13094.892649903288,0.9922630560928434
2012-07-31,32470,14,3512.3846153846152,1.0
2012-07-31,35140,168,1284.435582822086,1.0
2012-07-31,40800,375,1040.5752688172042,0.984
2012-07-31,47890,27,8170.62962962963,1.0
2012-07-31,48700,425,18024.54694835681,0.9929742388758782
2012-07-31,55230,867,3088.2759815242493,0.9930875576036866
2012-07-31,72850,1885,12760.584436209634,0.9793541556379036
2012-07-31,105600,1223,10383.944399018807,0.9975490196078431
2012-07-31,113200,1615,4770.602603843769,0.9944272445820433
2012-07-31,200900,176,686.7183908045977,0.9943181818181818
2012-07-31,207610,628,1148.2754777070063,0.9984076433121019
2012-08-31,70,82,3351.75641025641,0.9878048780487805
2012-08-31,240,447,48275.986607142855,0.9888392857142857
2012-08-31,420,31,510.38709677419354,1.0
2012-08-31,620,462,2940.926406926407,1.0
2012-08-31,4000,401,49806.7675,0.9900249376558603
2012-08-31,8930,238,16449.861344537814,0.9957983193277311
2012-08-31,32470,11,7914.636363636364,1.0
2012-08-31,35140,49,1150.7708333333333,1.0
2012-08-31,40800,77,839.7532467532468,1.0
2012-08-31,47890,7,8585.285714285714,1.0
2012-08-31,48700,189,26020.831578947367,0.9947368421052631
2012-08-31,55230,195,3676.035714285714,1.0
2012-08-31,72850,732,15211.476775956284,0.9740437158469946
2012-08-31,105600,359,14190.832402234637,0.9916434540389972
2012-08-31,113200,263,5142.262357414449,0.9961977186311787
2012-08-31,200900,43,892.2093023255813,1.0
2012-08-31,207610,154,1241.1103896103896,0.9935064935064936
2012-09-30,70,50,1183.2,1.0
2012-09-30,240,231,40578.844155844155,0.987012987012987
2012-09-30,420,20,687.0,1.0
2012-09-30,620,346,2454.9942028985506,1.0
2012-09-30,4000,247,46107.63157894737,0.9919028340080972
2012-09-30,8930,173,17200.20231213873,0.9942196531791907
2012-09-30,32470,7,5368.333333333333,1.0
2012-09-30,35140,24,1390.0416666666667,0.9583333333333334
2012-09-30,40800,60,1262.2033898305085,1.0
2012-09-30,47890,4,13081.25,0.75
2012-09-30,48700,159,17093.622641509435,1.0
2012-09-30,55230,192,3842.476439790576,0.9895833333333334
2012-09-30,72850,490,15616.126016260163,0.9776422764227642
2012-09-30,105600,300,14335.783333333333,0.9866666666666667
2012-09-30,113200,227,5286.343612334802,0.9911894273127754
2012-09-30,200900,24,831.5,0.9583333333333334
2012-09-30,204360,8,441.0,1.0
2012-09-30,206440,249,287.37719298245617,0.9959839357429718
2012-09-30,207610,202,1219.7487684729065,0.9802955665024631
2012-09-30,212680,923,2193.9489685124863,0.9956663055254604
2012-10-31,70,32,2061.259259259259,0.96875
2012-10-31,240,205,46958.053398058255,0.9854368932038835
2012-10-31,420,13,666.9166666666666,1.0
2012-10-31,620,180,2038.8222222222223,1.0
2012-10-31,4000,230,46519.034782608695,0.9869565217391304
2012-10-31,8930,161,18637.276729559748,0.9937888198757764
2012-10-31,32470,3,2114.6666666666665,1.0
2012-10-31,35140,21,1365.095238095238,1.0
2012-10-31,40800,24,1150.6666666666667,1.0
2012-10-31,47890,8,4900.0,1.0
2012-10-31,48700,135,23165.074074074073,1.0
2012-10-31,55230,158,3649.6496815286623,0.9936708860759493
2012-10-31,72850,446,16232.964205816555,0.9776286353467561
2012-10-31,105600,265,13824.105660377358,0.9924528301886792
2012-10-31,113200,133,4611.81954887218,1.0
2012-10-31,200900,24,1148.2916666666667,1.0
2012-10-31,204360,73,1927.7945205479452,0.9863013698630136
2012-10-31,205100,404,1895.240694789082,0.9925742574257426
2012-10-31,206440,113,304.8878504672897,0.9911504424778761
2012-10-31,207610,189,1255.5978835978835,0.9947089947089947
2012-10-31,212680,382,2317.8215223097113,1.0
2012-10-31,214560,25,1136.32,1.0
2012-10-31,219150,105,562.5288461538462,1.0
2012-11-30,70,31,1710.962962962963,1.0
2012-11-30,240,220,36607.413636363635,0.9727272727272728
2012-11-30,420,20,412.05,1.0
2012-11-30,620,263,2480.847908745247,0.9961977186311787
2012-11-30,4000,425,36532.76346604215,0.9765807962529274
2012-11-30,8930,176,17606.457142857143,0.9772727272727273
2012-11-30,32470,5,3116.6,1.0
2012-11-30,35140,35,1139.1818181818182,1.0
2012-11-30,40800,107,851.4230769230769,0.9906542056074766
2012-11-30,47890,8,19905.25,1.0
2012-11-30,48700,120,22541.471074380166,1.0
2012-11-30,55230,141,2922.157142857143,0.9929078014184397
2012-11-30,72850,494,15734.115853658537,0.9838056680161943
2012-11-30,105600,278,16067.616487455198,0.996415770609319
2012-11-30,113200,161,4312.583850931677,0.9813664596273292
2012-11-30,200900,41,761.609756097561,1.0
2012-11-30,204360,89,1360.6477272727273,1.0
2012-11-30,205100,206,2034.668292682927,0.9902912621359223
2012-11-30,206440,230,286.51363636363635,1.0
2012-11-30,207610,684,1185.1185944363103,0.9941520467836257
2012-11-30,212680,176,2343.681818181818,0.9943181818181818
2012-11-30,214560,185,958.120218579235,1.0
2012-11-30,219150,293,543.6860068259385,1.0
2012-11-30,219740,34,1085.8181818181818,0.9705882352941176
2012-11-30,221640,31,511.16129032258067,1.0
2012-12-31,70,56,1955.8823529411766,1.0
2012-12-31,240,266,46076.6,0.9924812030075187
2012-12-31,420,35,588.1212121212121,1.0
2012-12-31,620,591,2087.2893835616437,1.0
2012-12-31,4000,613,33788.544715447155,0.983739837398374
2012-12-31,8930,348,14269.686781609196,0.997134670487106
2012-12-31,32470,5,938.2,1.0
2012-12-31,35140,86,1159.2564102564102,1.0
2012-12-31,40800,123,1042.7479674796748,0.983739837398374
2012-12-31,47890,24,11852.541666666666,0.9583333333333334
2012-12-31,48700,202,17678.638613861385,0.9900990099009901
2012-12-31,55230,631,2638.2754777070063,0.9905362776025236
2012-12-31,72850,860,14838.791860465117,0.9825783972125436
2012-12-31,105600,420,14125.559523809523,0.9880952380952381
2012-12-31,113200,373,4491.797843665769,0.9865951742627346
2012-12-31,200900,71,656.4202898550725,0.9861111111111112
2012-12-31,204360,301,1215.3333333333333,0.9933554817275747
2012-12-31,205100,346,1828.6666666666667,0.9942196531791907
2012-12-31,206440,213,320.1207729468599,0.9953051643192489
2012-12-31,207610,808,1003.2713754646841,0.9938118811881188
2012-12-31,212680,720,2322.0222841225627,0.9986130374479889
2012-12-31,214560,262,931.2605363984675,0.9961832061068703
2012-12-31,219150,568,523.4771126760563,0.9964850615114236
2012-12-31,219740,172,1593.7732558139535,0.9941860465116279
2012-12-31,221640,142,845.2464788732394,1.0
2013-01-31,70,57,1442.862745098039,1.0
2013-01-31,240,272,35134.64575645756,0.9853479853479854
2013-01-31,420,20,769.5882352941177,1.0
2013-01-31,620,465,2231.761388286334,0.9935483870967742
2013-01-31,4000,631,35292.73417721519,0.9873417721518988
2013-01-31,8930,368,13310.765667574931,0.9918478260869565
2013-01-31,32470,11,2217.3636363636365,1.0
2013-01-31,35140,72,1605.1285714285714,1.0
2013-01-31,40800,82,1082.6666666666667,0.9878048780487805
2013-01-31,47890,46,8736.288888888888,0.9130434782608695
2013-01-31,48700,178,20581.011235955055,0.994413407821229
2013-01-31,55230,435,3051.4560185185187,0.9862068965517241
2013-01-31,72850,780,14538.1735218509,0.9833333333333333
2013-01-31,105600,413,11729.915254237289,0.9854721549636803
2013-01-31,113200,346,3709.4755043227665,0.9971181556195965
2013-01-31,200900,74,927.8219178082192,1.0
2013-01-31,204360,169,1286.9408284023668,0.9881656804733728
2013-01-31,205100,218,1778.0412844036698,1.0
2013-01-31,206440,282,289.2234432234432,0.9893617021276596
2013-01-31,207610,650,1002.6190476190476,1.0
2013-01-31,212680,623,2361.818035426731,0.9951845906902087
2013-01-31,214560,216,1034.1527777777778,0.9953703703703703
2013-01-31,219150,425,527.8352941176471,0.9953051643192489
2013-01-31,219740,113,2068.2743362831857,1.0
2013-01-31,221640,98,797.4489795918367,1.0
2013-01-31,227300,164,8934.621118012423,0.9939024390243902
2013-02-28,70,53,1567.7551020408164,1.0
2013-02-28,240,278,36999.24285714285,0.9858156028368794
2013-02-28,420,13,565.1538461538462,1.0
2013-02-28,620,248,2353.0040650406504,1.0
2013-02-28,4000,625,35913.88,0.984
2013-02-28,8930,160,13616.229813664597,1.0
2013-02-28,32470,10,3009.4444444444443,0.9
2013-02-28,35140,49,936.9166666666666,1.0
2013-02-28,40800,69,908.9701492537314,0.9855072463768116
2013-02-28,47890,15,2721.4285714285716,1.0
2013-02-28,48700,97,28114.0625,0.979381443298969
2013-02-28,55230,167,3509.3493975903616,0.9880239520958084
2013-02-28,72850,584,14954.668376068375,0.9794871794871794
2013-02-28,105600,278,13915.938628158845,0.9892086330935251
2013-02-28,113200,192,4501.167539267016,0.984375
2013-02-28,200900,38,572.0,1.0
2013-02-28,204360,98,1544.1237113402062,0.9897959183673469
2013-02-28,205100,99,1916.2525252525252,1.0
2013-02-28,206440,241,299.78297872340426,0.9875518672199171
2013-02-28,207610,229,967.1091703056769,0.9956521739130435
2013-02-28,212680,249,2254.625,0.9959839357429718
2013-02-28,214560,110,1059.2545454545455,0.990909090909091
2013-02-28,219150,130,531.2153846153847,0.9923076923076923
2013-02-28,219740,154,2287.9415584415583,1.0
2013-02-28,221640,60,962.3666666666667,1.0
2013-02-28,227300,135,9292.674074074073,0.9925925925925926
2013-03-31,70,48,1165.6739130434783,0.9791666666666666
2013-03-31,240,262,35126.25475285171,0.9962121212121212
2013-03-31,420,24,867.2272727272727,1.0
2013-03-31,620,291,2212.3586206896553,0.9965635738831615
2013-03-31,4000,804,27901.43300248139,0.9863523573200993
2013-03-31,8930,321,12040.527777777777,0.9969135802469136
2013-03-31,32470,8,6606.875,1.0
2013-03-31,35140,39,1415.076923076923,1.0
2013-03-31,40800,84,817.7469879518072,0.9880952380952381
2013-03-31,47890,20,3572.2,0.95
2013-03-31,48700,149,20666.026845637585,0.9932885906040269
2013-03-31,55230,221,3031.0045871559632,0.995475113122172
2013-03-31,72850,738,14476.417789757412,0.9905660377358491
2013-03-31,105600,410,13312.190709046456,0.9927007299270073
2013-03-31,107410,570,12995.76707530648,0.9702276707530648
2013-03-31,113200,248,4094.5542168674697,0.9959839357429718
2013-03-31,200900,101,733.019801980198,1.0
2013-03-31,203160,1416,1683.0643564356435,0.9915254237288136
2013-03-31,204360,82,1539.679012345679,1.0
2013-03-31,205100,105,2029.9528301886792,1.0
2013-03-31,206440,168,315.111801242236,0.9940476190476191
2013-03-31,207610,164,1039.3841463414635,0.9939024390243902
2013-03-31,212680,249,2525.136546184739,0.98
2013-03-31,214560,266,890.811320754717,0.996268656716418
2013-03-31,219150,181,539.7348066298342,0.9945054945054945
2013-03-31,219740,298,2320.7449664429532,1.0
2013-03-31,221640,223,449.11210762331837,0.9955357142857143
2013-03-31,227300,113,6672.133928571428,1.0
2013-04-30,70,43,1844.2,1.0
2013-04-30,240,218,31161.949074074073,0.9908256880733946
2013-04-30,420,27,914.48,0.9629629629629629
2013-04-30,620,438,1900.225806451613,0.9954441913439636
2013-04-30,4000,647,30266.041795665635,0.9829984544049459
2013-04-30,8870,1939,1371.6282316442605,0.9804224626481195
2013-04-30,8930,223,14582.763392857143,0.9776785714285714
2013-04-30,32470,6,4721.833333333333,1.0
2013-04-30,35140,27,1281.6923076923076,1.0
2013-04-30,40800,47,846.304347826087,1.0
2013-04-30,47890,14,3388.3076923076924,0.9285714285714286
2013-04-30,48700,156,16435.67948717949,1.0
2013-04-30,55230,157,3025.173076923077,1.0
2013-04-30,72850,575,12195.696864111498,0.9860869565217392
2013-04-30,105600,410,14749.565853658536,0.9902439024390244
2013-04-30,107410,181,12638.072222222223,0.9668508287292817
2013-04-30,113200,162,3488.3456790123455,0.9876543209876543
2013-04-30,200900,48,910.695652173913,0.9583333333333334
2013-04-30,203160,343,1541.3684210526317,0.9941690962099126
2013-04-30,204360,65,1737.753846153846,0.9846153846153847
2013-04-30,205100,173,2098.208092485549,0.9884393063583815
2013-04-30,206440,88,319.63953488372096,0.9772727272727273
2013-04-30,207610,272,1041.6666666666667,0.9963235294117647
2013-04-30,212680,172,2699.705882352941,1.0
2013-04-30,214560,68,866.1764705882352,1.0
2013-04-30,219150,128,500.5390625,1.0
2013-04-30,219740,464,1735.5,0.9956896551724138
2013-04-30,221380,364,3076.9508196721313,0.9808743169398907
2013-04-30,221640,84,532.1190476190476,0.9880952380952381
2013-04-30,227300,86,4701.616279069767,0.9767441860465116
2013-04-30,233860,6,1877.8333333333333,1.0
2013-05-31,70,44,1923.2820512820513,1.0
2013-05-31,240,186,38717.333333333336,0.9893617021276596
2013-05-31,420,18,544.625,1.0
2013-05-31,620,460,2163.1378555798688,0.9978260869565218
2013-05-31,4000,621,36178.42054574639,0.9807383627608347
2013-05-31,8870,557,1312.8756756756757,0.9748653500897666
2013-05-31,8930,247,13828.825910931175,0.9959514170040485
2013-05-31,32470,26,1616.6538461538462,0.9230769230769231
2013-05-31,35140,34,1177.5,0.9705882352941176
2013-05-31,40800,59,739.7758620689655,0.9830508474576272
2013-05-31,47890,19,4729.0,0.9473684210526315
2013-05-31,48700,155,20755.746753246753,0.9935483870967742
2013-05-31,55230,158,3516.8636363636365,0.9683544303797469
2013-05-31,72850,569,12936.138840070298,0.9842105263157894
2013-05-31,105600,508,11512.771653543306,0.9823529411764705
2013-05-31,107410,149,18855.513333333332,0.9933333333333333
2013-05-31,113200,191,4161.455026455026,1.0
2013-05-31,200900,42,616.8,1.0
2013-05-31,203160,506,1463.009900990099,0.9920948616600791
2013-05-31,204360,73,1324.5277777777778,0.9863013698630136
2013-05-31,205100,115,2496.90350877193,0.9827586206896551
2013-05-31,206440,71,298.46268656716416,1.0
2013-05-31,207610,170,965.4550898203593,0.9882352941176471
2013-05-31,212680,165,2682.3454545454547,0.9939393939393939
2013-05-31,214560,71,1002.1142857142858,1.0
2013-05-31,219150,144,534.1843971631206,0.9861111111111112
2013-05-31,219740,539,2096.3921933085503,0.9981447124304267
2013-05-31,221380,137,3804.036231884058,0.9927536231884058
2013-05-31,221640,65,815.1846153846154,0.9846153846153847
2013-05-31,227300,81,7660.098765432099,0.9876543209876543
2013-05-31,233860,37,7145.405405405405,0.972972972972973
2013-06-30,70,51,743.7272727272727,1.0
2013-06-30,240,256,40910.8046875,0.9961089494163424
2013-06-30,420,29,713.2222222222222,0.9655172413793104
2013-06-30,620,351,2410.3256484149856,1.0
2013-06-30,4000,688,41756.232558139534,0.9723837209302325
2013-06-30,8870,387,1278.6175710594316,0.9689922480620154
2013-06-30,8930,468,11681.449244060475,0.9914712153518124
2013-06-30,32470,12,4315.666666666667,1.0
2013-06-30,35140,78,999.1315789473684,0.9746835443037974
2013-06-30,40800,114,1372.0087719298247,0.9473684210526315
2013-06-30,47890,18,3879.6666666666665,0.9444444444444444
2013-06-30,48700,196,21456.627551020407,1.0
2013-06-30,55230,461,2239.9599109131404,0.9913419913419913
2013-06-30,72850,690,12248.808139534884,0.981159420289855
2013-06-30,105600,459,13931.471739130435,0.9978308026030369
2013-06-30,107410,218,11812.188073394496,0.9541284403669725
2013-06-30,113200,302,5091.92715231788,0.9735973597359736
2013-06-30,200900,40,869.4358974358975,0.95
2013-06-30,203160,269,1362.996254681648,0.9814126394052045
