,Unnamed: 0,Title,Year_x,Publisher,Genre,Platform,Metascore,Avg_Userscore,No_Players,Rank,Game,Month,Year_y,Hours_watched,Hours_Streamed,Peak_viewers,Peak_channels,Streamers,Avg_viewers,Avg_channels,Avg_viewer_ratio
95,1112,call of duty 2,2005,InfinityWard,Action;Shooter;Shooter;First-Person;Historic;Historic;Arcade,PC,86,8.4,32  Online,180,call of duty 2,9,2017,186611,898 hours,34914,10,224,259,1,207.81
96,1128,rise of the tomb raider,2016,"CrystalDynamics,NixxesSoftware",Action Adventure;General;Linear,PC,86,7.9,No Online Multiplayer,187,rise of the tomb raider,6,2018,279673,14973 hours,120955,52,3356,388,20,18.68
97,1130,total war warhammer,2016,CreativeAssembly,Strategy;Turn-Based;General,PC,86,7.3,not specified,146,total war warhammer,9,2017,244549,9696 hours,4515,36,1167,340,13,25.22
98,1134,resident evil 5,2009,Capcom,Action Adventure;Horror;Horror;Survival,PC,86,7.2,not specified,108,resident evil 5,2,2017,340567,5495 hours,24298,28,1753,507,8,61.98
99,1141,black mesa,2012,BlackMesaModificationTeam,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,86,8.9,Online Multiplayer,85,black mesa,3,2020,1186651,22545 hours,35028,96,3762,1597,30,52.63
100,1164,the binding of isaac rebirth,2014,Nicalis,Horror;Horror;Action;Action Adventure;Shooter;Survival;Shoot-'Em-Up;Top-Down,PC,86,8.3,No Online Multiplayer,166,the binding of isaac rebirth,4,2021,1030810,41360 hours,24535,151,8046,1433,57,24.92
101,1174,gears of war 4,2016,TheCoalition,Action;Shooter;Third-Person;Arcade,PC,86,6.7,not specified,195,gears of war 4,8,2019,275292,43732 hours,10995,161,6989,370,58,6.29
102,1187,dishonored 2,2016,ArkaneStudios,Action Adventure;General,PC,86,6.7,No Online Multiplayer,151,dishonored 2,12,2016,198383,17773 hours,15569,67,1088,267,23,11.16
103,1201,call of duty modern warfare 2,2009,InfinityWard,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,PC,86,4.3,Up to 18 ,188,call of duty modern warfare 2,5,2020,588453,27045 hours,35925,341,5939,791,36,21.76
104,1214,wolfenstein ii the new colossus,2017,MachineGames,Action;Shooter;First-Person;Arcade,PC,86,6.7,No Online Multiplayer,177,wolfenstein ii the new colossus,2,2018,189205,3551 hours,24954,19,1319,281,5,53.28
105,1233,f1 2016,2016,Codemasters,Racing;Simulation;Automobile,PC,86,8.0,not specified,197,f1 2016,9,2016,95744,3712 hours,13641,25,1934,133,5,25.79
106,1269,dead space,2008,EARedwoodShores,Action;Shooter;Shooter;Third-Person;Sci-Fi;Sci-Fi;Arcade,PC,86,8.0,No Online Multiplayer,167,dead space,10,2017,210753,6757 hours,20788,45,1388,283,9,31.19
107,1270,playerunknowns battlegrounds,2017,"Bluehole,Inc.,PUBGCorporation",Action;Shooter;First-Person;Tactical,PC,86,4.5,Up to more than 64 ,27,playerunknowns battlegrounds,4,2021,13144497,610450 hours,84101,1459,39155,18281,849,21.53
108,1274,bionic commando rearmed,2008,GRIN,Action;Platformer;Platformer;2D;2D,PC,86,6.8,No Online Multiplayer,180,bionic commando rearmed,7,2017,245601,32 hours,148605,12,17,330,0,7675.03
109,1287,xcom enemy within,2013,FiraxisGames,Sci-Fi;Strategy;Turn-Based;Sci-Fi;General,PC,86,8.0,not specified,153,xcom enemy within,3,2017,181455,2162 hours,2469,11,149,244,2,83.93
110,1293,titanfall 2,2016,RespawnEntertainment,Action;Shooter;First-Person;Arcade,PC,86,8.2,not specified,119,titanfall 2,7,2017,392449,20948 hours,138129,109,7769,528,28,18.73
111,1304,heroes of the storm,2015,BlizzardEntertainment,Action;Strategy;Real-Time;General;MOBA,PC,86,6.5,Up to 10 ,105,heroes of the storm,4,2021,1922919,71715 hours,7523,184,5338,2674,99,26.81
112,1310,path of exile,2013,GrindingGearGames,Action RPG;Role-Playing;Action RPG,PC,86,8.0,Online Multiplayer,21,path of exile,4,2021,19124620,317139 hours,319087,4075,16702,26598,441,60.3
113,1314,assassins creed 2,2010,UbisoftMontreal,Action Adventure;Historic;Historic;Open-World,PC,86,7.0,No Online Multiplayer,135,assassins creed 2,1,2017,341584,3049 hours,33045,22,613,459,4,112.03
114,1327,dirt rally,2015,Codemasters,Racing;Simulation;Automobile,PC,86,8.7,not specified,187,dirt rally,4,2016,112223,22621 hours,3344,148,4291,156,31,4.96
115,1329,rocket league,2015,Psyonix,Sports;Racing;Team;Soccer;Futuristic;Arcade,PC,86,8.2,not specified,13,rocket league,4,2021,26303228,1326664 hours,214487,3937,241744,36583,1845,19.83
116,1332,injustice 2,2017,QLOC,Action;Fighting;2D,PC,86,7.8,Online Multiplayer,161,injustice 2,2,2018,213481,9628 hours,13691,78,2982,318,14,22.17
117,1346,cities skylines,2015,ColossalOrder,City Building;Modern;Strategy;Management;Government,PC,85,8.9,No Online Multiplayer,155,cities skylines,4,2020,609188,28418 hours,27378,99,3786,847,39,21.44
118,1377,tales from the borderlands,2015,TelltaleGames,Adventure;General,PC,85,8.5,not specified,110,tales from the borderlands,2,2016,232835,3140 hours,13971,18,792,335,4,74.15
119,1381,yakuza 0,2018,RyugaGotokuStudios,Action Adventure;Open-World,PC,85,8.6,Up to 4 ,182,yakuza 0,2,2019,263180,11991 hours,5184,40,1513,392,17,21.95
120,1397,everquest,1999,SonyOnlineEntertainment,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy;Fantasy,PC,85,8.3,Massively Multiplayer,182,everquest,6,2020,574946,13332 hours,7671,50,471,799,18,43.13
121,1407,paradigm,2017,JacobJanerka,Adventure;Point-and-Click,PC,85,7.3,not specified,146,paradigm,4,2017,195665,816 hours,37173,7,187,272,1,239.79
122,1415,battlerite,2017,StunlockStudios,Strategy;Real-Time;MOBA,PC,85,7.5,Online Multiplayer,133,battlerite,5,2018,400928,28015 hours,7275,74,5394,539,37,14.31
123,1447,the binding of isaac afterbirth,2015,Nicalis,Action;Shooter;Shoot-'Em-Up;Top-Down,PC,85,8.2,not specified,195,the binding of isaac afterbirth,2,2021,621511,33168 hours,16941,103,5256,926,49,18.74
124,1449,amnesia the dark descent,2010,FrictionalGames,Action Adventure;Horror;Horror;Survival,PC,85,8.6,not specified,131,amnesia the dark descent,10,2016,225547,4310 hours,21787,61,1327,303,5,52.33
125,1467,south park the stick of truth,2014,ObsidianEntertainment,Role-Playing;General;General,PC,85,8.6,No Online Multiplayer,105,south park the stick of truth,10,2017,430181,15121 hours,17070,91,3982,578,20,28.45
126,1469,final fantasy xii the zodiac age,2018,SquareEnix,Role-Playing;Japanese-Style,PC,85,5.9,No Online Multiplayer,67,final fantasy xii the zodiac age,7,2017,830287,24809 hours,11865,163,1941,1117,33,33.47
127,1477,shadow tactics blades of the shogun,2016,MimimiProductions,Strategy;Real-Time;Tactics,PC,85,8.5,No Online Multiplayer,144,shadow tactics blades of the shogun,12,2016,207441,4900 hours,17292,36,16,279,6,42.33
128,1486,shovel knight,2014,YachtClubGames,Platformer;2D;Action;Platformer;2D,PC,85,8.0,not specified,172,shovel knight,1,2017,255376,2390 hours,191303,16,680,343,3,106.85
129,1517,final fantasy xv,2018,SquareEnix,Role-Playing;Action RPG,PC,85,7.2,Up to 4 ,133,final fantasy xv,4,2018,375512,35603 hours,7469,105,5403,522,49,10.55
130,1534,battleblock theater,2014,TheBehemoth,Action;Platformer;2D,PC,85,8.0,Online Multiplayer,101,battleblock theater,1,2016,332256,2041 hours,152739,19,1097,447,2,162.79
131,1535,dragon ball fighterz,2018,ArcSystemWorks,Action;Fighting;2D,PC,85,7.6,2 ,111,dragon ball fighterz,3,2021,1725743,73145 hours,80014,382,11841,2322,98,23.59
132,1536,star wars knights of the old republic ii the sith lords,2005,ObsidianEntertainment,Role-Playing;Third-Person;Third-Person;General,PC,85,8.4,No Online Multiplayer,119,star wars knights of the old republic ii the sith lords,11,2019,533173,1152 hours,13259,9,238,741,1,462.82
133,1607,final fantasy11,2003,SquareEnix,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy;Fantasy,PC,85,7.6,Massively Multiplayer,193,final fantasy11,1,2019,333526,11713 hours,33369,42,486,448,15,28.47
134,1640,papers please,2013,LucasPope,Adventure;General;General,PC,85,8.5,not specified,102,papers please,2,2018,473786,2447 hours,40920,23,980,706,3,193.62
135,1641,doom,2016,idSoftware,Sci-Fi;Action;Shooter;First-Person;Third-Person;Arcade,PC,85,8.4,not specified,105,doom,3,2020,924047,65634 hours,19331,332,14243,1243,88,14.08
136,1646,star wars the old republic,2011,"LucasArts,BioWare",Sci-Fi;Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Sci-Fi,PC,85,5.9,Massively Multiplayer,158,star wars the old republic,5,2017,190858,18209 hours,1215,82,1979,256,24,10.48
137,1664,two point hospital,2018,TwoPointStudios,Simulation;Virtual;Career,PC,85,8.6,No Online Multiplayer,197,two point hospital,10,2018,224483,7343 hours,8768,44,1506,302,9,30.57
138,1671,fallout new vegas,2010,ObsidianEntertainment,Role-Playing;Action RPG;First-Person;First-Person;Western-Style,PC,84,8.6,No Online Multiplayer,193,fallout new vegas,11,2019,250679,11413 hours,5394,33,1932,348,15,21.96
139,1678,the movies,2005,LionheadStudios,Strategy;Tycoon;Management;Tycoon;Business / Tycoon,PC,84,8.3,1 Player,119,the movies,3,2021,1628665,37586 hours,49930,108,2121,2192,50,43.33
140,1692,middleearth shadow of mordor,2014,MonolithProductions,Fantasy;Action Adventure;Fantasy;Open-World,PC,84,7.9,No Online Multiplayer,161,middleearth shadow of mordor,10,2017,228147,24000 hours,13031,103,5692,307,32,9.51
141,1705,planetside 2,2012,SonyOnlineEntertainment,Role-Playing;Sci-Fi;Massively Multiplayer Online;Action;Shooter;Shooter;First-Person;Tactical;Sci-Fi;Sci-Fi;Arcade,PC,84,7.0,not specified,170,planetside 2,12,2016,163215,8502 hours,16785,30,356,219,11,19.2
142,1706,planet coaster,2016,FrontierDevelopments,Strategy;Management;Business / Tycoon,PC,84,7.7,No Online Multiplayer,139,planet coaster,7,2018,431870,10224 hours,6493,41,1913,581,13,42.24
143,1763,darkest dungeon,2016,RedHookStudios,Role-Playing;General,PC,84,7.8,No Online Multiplayer,154,darkest dungeon,3,2021,1119802,30689 hours,10231,97,3828,1507,41,36.49
144,1840,hyper light drifter,2016,HeartMachine,Role-Playing;Action RPG,PC,84,8.3,not specified,103,hyper light drifter,4,2016,256429,11517 hours,29068,120,2670,356,16,22.27
145,1841,enter the gungeon,2016,DodgeRoll,Action;General,PC,84,7.7,No Online Multiplayer,176,enter the gungeon,6,2019,362266,27601 hours,20743,154,9464,503,38,13.13
146,1871,final fantasy 9,2016,SquareEnix,Role-Playing;Japanese-Style,PC,84,8.5,No Online Multiplayer,71,final fantasy 9,1,2019,1371826,7487 hours,148498,29,861,1846,10,183.23
147,1873,frostpunk,2018,11bitstudios,Action Adventure;Survival,PC,84,8.5,No Online Multiplayer,117,frostpunk,1,2020,731512,14042 hours,25489,103,2638,984,18,52.09
148,1879,ftl faster than light,2012,SubsetGames,Simulation;Sci-Fi;Space;Small Spaceship;Small Spaceship;Combat,PC,84,8.4,not specified,160,ftl faster than light,3,2020,538419,6403 hours,18568,174,1076,724,8,84.09
149,1888,soma,2015,FrictionalGames,Horror;Horror;Action Adventure;Survival,PC,84,8.4,No Online Multiplayer,130,soma,10,2016,227257,5734 hours,14846,55,1286,305,7,39.63
150,1904,nier automata,2017,PlatinumGames,Role-Playing;Action RPG,PC,84,8.4,No Online Multiplayer,168,nier automata,7,2020,699565,14509 hours,28614,40,2407,941,19,48.22
151,1916,nioh,2017,TeamNinja,Role-Playing;Action RPG,PC,84,6.7,Online Multiplayer,144,nioh,3,2020,636531,32048 hours,21769,97,3839,856,43,19.86
152,1923,thimbleweed park,2017,RonGilbertandGaryWinnick,Adventure;Point-and-Click,PC,84,8.1,No Online Multiplayer,124,thimbleweed park,4,2017,274264,3268 hours,10566,28,475,381,4,83.92
153,1934,fallout 4,2015,BethesdaGameStudios,General;Role-Playing;Western-Style,PC,84,5.5,No Online Multiplayer,109,fallout 4,5,2020,1292261,57019 hours,19332,132,5134,1739,76,22.66
154,1940,the messenger,2018,SabotageStudio,Action;Platformer;2D,PC,84,5.2,No Online Multiplayer,188,the messenger,1,2019,346553,5746 hours,151270,25,1012,466,7,60.31
155,1953,fifa 17,2016,"EASports,EAVancouver",Sports;Team;Soccer;Sim,PC,84,4.1,not specified,200,fifa 17,4,2020,446780,5129 hours,3303,14,252,621,7,87.11
156,1958,rift,2011,TrionWorlds,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy;Fantasy,PC,84,7.3,Online Multiplayer,190,rift,3,2018,209568,7707 hours,4272,58,629,282,10,27.19
157,1961,project cars 2,2017,SlightlyMadStudios,Racing;Simulation;Automobile,PC,84,6.9,Online Multiplayer,166,project cars 2,9,2017,201190,10663 hours,37062,166,2376,279,14,18.87
158,1968,the end is nigh,2017,"EdmundMcMillen,TylerGlaiel",Action;Platformer;2D,PC,84,7.7,No Online Multiplayer,82,the end is nigh,7,2017,620524,7300 hours,36051,120,1383,835,9,85.0
159,1971,speedrunners,2016,DoubleDutchGames,Action;General;General;Platformer;2D,PC,84,8.0,Online Multiplayer,176,speedrunners,2,2016,118640,2273 hours,11108,18,943,170,3,52.2
160,1986,assassins creed origins,2017,"Ubisoft,UbisoftMontreal",Action Adventure;Open-World,PC,84,6.7,No Online Multiplayer,181,assassins creed origins,3,2018,227489,28268 hours,5965,100,9262,306,38,8.05
161,1998,dark souls,2018,FromSoftware,Role-Playing;Action RPG,PC,84,5.5,Up to 6 ,119,dark souls,4,2021,1607073,72093 hours,16412,202,7969,2235,100,22.29
162,2026,grim dawn,2016,CrateEntertainment,Action RPG;Role-Playing;Action RPG,PC,83,8.4,not specified,107,grim dawn,4,2019,691233,25161 hours,6774,79,2006,961,34,27.47
163,2039,detention,2017,RedCandleGame,Adventure;General,PC,83,7.8,No Online Multiplayer,89,detention,1,2017,617452,5696 hours,38085,94,1791,831,7,108.4
164,2047,smite,2014,Hi-RezStudios,Role-Playing;Strategy;Real-Time;Massively Multiplayer Online;Fantasy;MOBA;MOBA,PC,83,8.2,not specified,45,smite,4,2021,6298557,224634 hours,36563,630,18181,8760,312,28.04
165,2050,halo combat evolved,2003,GearboxSoftware,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,83,7.5,1-16 ,176,halo combat evolved,7,2017,254726,889 hours,160097,12,192,342,1,286.53
166,2065,hellblade senuas sacrifice,2017,NinjaTheory,Action Adventure;General,PC,83,8.3,No Online Multiplayer,198,hellblade senuas sacrifice,9,2017,165651,8012 hours,11030,38,2469,230,11,20.68
167,2084,orcs must die,2011,RobotEntertainment,Action;Strategy;General;Real-Time;General;Defense,PC,83,8.1,not specified,151,orcs must die,4,2016,144382,6827 hours,21127,30,1225,200,9,21.15
168,2088,life is strange,2015,DONTNODEntertainment,Action Adventure;Sci-Fi;General,PC,83,8.7,No Online Multiplayer,184,life is strange,1,2018,243724,12539 hours,5239,45,2747,328,16,19.44
169,2104,deus ex mankind divided,2016,"EidosMontreal,NixxesSoftware",Action Adventure;General,PC,83,6.6,No Online Multiplayer,152,deus ex mankind divided,9,2016,136931,10856 hours,7532,63,3426,190,15,12.61
170,2113,devil daggers,2016,Sorath,Action;Shooter;First-Person;Arcade,PC,83,7.1,No Online Multiplayer,132,devil daggers,3,2016,180538,1297 hours,32223,19,520,242,1,139.2
171,2131,the forest,2018,SKSGames,Horror;Horror;Action Adventure;Survival,PC,83,7.2,not specified,140,the forest,4,2021,1273549,114555 hours,18421,457,19589,1771,159,11.12
172,2153,age of empires,1997,EnsembleStudios,Strategy;Real-Time;Historic;Historic;Command,PC,83,8.7,1-8 ,142,age of empires,1,2016,248884,232 hours,107455,18,40,334,0,1072.78
173,2153,age of empires,1997,EnsembleStudios,Strategy;Real-Time;Historic;Historic;Command,PC,83,8.7,1-8 ,200,age of empires,8,2019,268536,1770 hours,30412,21,362,361,2,151.72
174,2169,terraria,2011,Re-Logic,Action;Action Adventure;Platformer;Platformer;Sandbox;2D;2D,PC,83,8.6,Up to 8 ,195,terraria,4,2021,796745,99521 hours,6828,237,13824,1108,138,8.01
175,2171,destiny 2,2017,"BungieSoftware,Bungie",Action;Shooter;First-Person;Arcade,PC,83,3.5,Up to 16 ,43,destiny 2,4,2021,6615780,551326 hours,33739,1734,41859,9201,766,12.0
176,2172,final fantasy xiv online,2013,SquareEnix,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy;Fantasy,PC,83,6.8,Massively Multiplayer,74,final fantasy xiv online,4,2021,3038611,337502 hours,31515,1738,22985,4226,469,9.0
177,2178,this war of mine,2014,11bitstudios,Action;Strategy;Real-Time;General,PC,83,8.4,No Online Multiplayer,147,this war of mine,11,2017,257056,5831 hours,17603,29,1419,357,8,44.08
178,2199,orcs must die 2,2012,RobotEntertainment,Action;Strategy;General;Real-Time;General;Defense,PC,83,7.9,not specified,187,orcs must die 2,4,2018,207386,485 hours,38971,7,163,288,0,427.6
179,2203,hitman,2016,IoInteractive,Modern;Action Adventure;General,PC,83,7.3,No Online Multiplayer,124,hitman,7,2018,554671,9214 hours,14876,37,3028,746,12,60.2
180,2282,freedom planet,2014,GalaxyTrail,Action;Platformer;2D,PC,83,8.2,No Online Multiplayer,193,freedom planet,7,2017,224282,358 hours,179353,16,101,301,0,626.49
181,2306,abzu,2016,GiantSquid,Action Adventure;Adventure;General;3D;Third-Person,PC,83,6.9,No Online Multiplayer,87,abzu,8,2016,338342,5738 hours,28205,116,2587,455,7,58.97
182,2331,la noire,2011,RockstarLeeds,Adventure;3D;Modern;Third-Person;Modern,PC,83,7.9,No Online Multiplayer,135,la noire,12,2017,277938,8072 hours,39455,31,1620,374,10,34.43
183,2360,hearts of iron 4,2016,ParadoxDevelopmentStudio,Historic;Strategy;Real-Time;General,PC,83,7.1,not specified,181,hearts of iron 4,3,2021,903931,18433 hours,15509,77,1917,1216,24,49.04
184,2371,counterstrike global offensive,2012,ValveSoftware,Action;Shooter;Shooter;First-Person;Modern;Tactical;Modern,PC,83,7.6,Up to 10 ,8,counterstrike global offensive,4,2021,70072819,1464933 hours,421485,4173,158206,97458,2037,47.83
185,2372,resident evil 7 biohazard,2017,Capcom,Action Adventure;Survival,PC,83,7.7,No Online Multiplayer,92,resident evil 7 biohazard,4,2021,2295571,119277 hours,39747,463,20391,3192,165,19.25
186,2402,metal gearid,2000,DigitalDialect,Action Adventure;Modern;General;Modern,PC,83,8.9,1 Player,196,metal gearid,1,2018,233448,1516 hours,149896,11,262,314,2,153.99
187,2460,football manager 2018,2017,SportsInteractive,Sports;Team;Football;Sim,PC,82,5.5,not specified,111,football manager 2018,9,2018,514533,10695 hours,9647,64,964,715,14,48.11
188,2464,superhot,2016,SUPERHOT,Modern;Action;Shooter;First-Person;Tactical,PC,82,7.5,not specified,186,superhot,3,2016,105869,4294 hours,6548,48,2157,142,5,24.66
189,2491,tekken 7,2017,BandaiNamcoGames,Action;Fighting;3D,PC,82,6.7,Online Multiplayer,136,tekken 7,4,2021,1296482,63164 hours,22918,145,7542,1803,87,20.53
190,2529,danganronpa trigger happy havoc,2016,SpikeChunsoft,Adventure;Visual Novel,PC,82,8.5,No Online Multiplayer,95,danganronpa trigger happy havoc,2,2020,886765,4192 hours,14314,19,458,1275,6,211.54
191,2676,crusader kings 2,2012,ParadoxDevelopmentStudio,Strategy;Real-Time;Historic;General;Historic,PC,82,8.7,Online Multiplayer,196,crusader kings 2,3,2017,123517,3163 hours,3290,17,369,166,4,39.05
192,2716,forza motorsport 7,2017,Turn10,Racing;Simulation;Automobile,PC,82,4.1,not specified,158,forza motorsport 7,10,2017,232052,20292 hours,29514,89,3609,312,27,11.44
193,2730,duelyst,2016,CounterplayGames,Fantasy;Strategy;Turn-Based;General,PC,82,7.7,Online Multiplayer,190,duelyst,12,2016,143541,2686 hours,12319,12,79,193,3,53.44
194,2731,warhammer vermintide 2,2018,"FatsharkAB,Fatshark",Action;Shooter;First-Person;Arcade,PC,82,7.4,Up to 4 ,146,warhammer vermintide 2,8,2019,405372,24954 hours,21529,116,4236,545,33,16.24
195,2770,prey,2017,ArkaneStudios,General;Action;Shooter;First-Person;Arcade,PC,82,8.0,No Online Multiplayer,116,prey,6,2018,496203,15594 hours,22928,65,2832,690,21,31.82
196,2790,metro last light,2013,4AGames,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,82,8.6,not specified,98,metro last light,2,2019,675396,13918 hours,21205,82,2369,1006,20,48.53
197,2812,hitman blood money,2006,IoInteractive,Action Adventure;Modern;General;Modern,PC,82,8.8,No Online Multiplayer,199,hitman blood money,3,2016,93954,860 hours,19504,8,260,126,1,109.25
198,2828,the simpsons hit run,2003,RadicalEntertainment,Driving;Action Adventure;Mission-based;Mission-based;Open-World,PC,82,8.2,1 Player,176,the simpsons hit run,6,2018,294500,1009 hours,125675,16,198,409,1,291.87
199,2846,starbound,2016,Chucklefish,Fantasy;General;Fantasy;Action Adventure;Sandbox,PC,81,7.2,Online Multiplayer,172,starbound,2,2018,197227,5377 hours,17889,25,1021,293,8,36.68
200,2854,battlefield 4,2013,EADICE,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,PC,81,6.1,not specified,178,battlefield 4,6,2018,288642,39412 hours,40895,119,10906,401,54,7.32
201,2887,war thunder,2013,GaijinEntertainment,Action;Simulation;Flight;Flight;Vehicle;Combat,PC,81,6.5,not specified,147,war thunder,3,2021,1193428,102472 hours,11840,301,9318,1606,137,11.65
202,2910,vvvvvv,2010,TerryCavanagh,Action;Platformer;Platformer;2D;2D,PC,81,8.0,No Online Multiplayer,191,vvvvvv,7,2016,165691,297 hours,159812,7,101,223,0,557.88
203,2916,darksiders 2,2012,VigilGames,Action Adventure;Modern;Fantasy;Fantasy;Open-World,PC,81,7.9,not specified,147,darksiders 2,1,2016,242099,752 hours,120528,11,502,325,1,321.94
204,2924,wolfenstein the new order,2014,MachineGames,General;Action;Shooter;First-Person;Historic;Arcade,PC,81,8.2,No Online Multiplayer,135,wolfenstein the new order,10,2017,289658,8260 hours,9401,37,1799,389,11,35.07
205,2943,rising storm 2 vietnam,2017,AntimatterGames,Action;Shooter;First-Person;Tactical,PC,81,7.9,Online Multiplayer,178,rising storm 2 vietnam,6,2017,160609,11863 hours,43582,85,3026,223,16,13.54
206,2944,alien isolation,2014,CreativeAssembly,Action Adventure;Sci-Fi;General;Survival,PC,81,8.5,No Online Multiplayer,198,alien isolation,11,2020,559418,34388 hours,15486,391,6744,778,47,16.27
207,2962,fortnite,2017,EpicGames,Action;General;General;Shooter;Third-Person;Tactical,PC,81,3.4,Massively Multiplayer,5,fortnite,4,2021,94112337,5810309 hours,498791,17790,588089,130893,8081,16.2
208,2976,unravel,2016,ColdwoodInteractive,Action;Platformer;2D,PC,81,7.8,not specified,65,unravel,2,2016,540842,16720 hours,33485,202,5283,778,24,32.35
209,2998,metro 2033,2010,4AGames,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,81,8.1,not specified,141,metro 2033,2,2019,418540,14794 hours,18024,56,3399,623,22,28.29
210,3018,arcanum of steamworks and magick obscura,2001,TroikaGames,Role-Playing;PC-style RPG;PC-style RPG;Western-Style,PC,81,8.7,not specified,164,arcanum of steamworks and magick obscura,11,2019,310380,238 hours,12070,3,36,431,0,1304.12
211,3028,kingdoms of amalur reckoning,2012,BigHugeGames,Role-Playing;PC-style RPG;Action RPG,PC,81,6.6,No Online Multiplayer,109,kingdoms of amalur reckoning,9,2020,1226682,26492 hours,61471,266,3114,1706,36,46.3
212,3039,borderlands,2009,GearboxSoftware,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,81,7.7,Up to 4 ,55,borderlands,4,2019,1772278,80946 hours,30059,834,12746,2464,112,21.89
213,3043,chuchel,2018,AmanitaDesign,Adventure;General,PC,81,7.3,No Online Multiplayer,162,chuchel,3,2018,244121,1158 hours,37133,16,545,328,1,210.81
214,3052,firewatch,2016,CampoSanto,General;Adventure;3D;First-Person,PC,81,6.9,not specified,43,firewatch,2,2016,1569072,28712 hours,149305,700,8421,2257,41,54.65
215,3055,little nightmares,2017,TarsierStudios,Action Adventure;General;Linear,PC,81,8.1,No Online Multiplayer,157,little nightmares,4,2021,1092222,42456 hours,120572,165,11886,1519,59,25.73
216,3090,ni no kuni ii revenant kingdom,2018,Level5,Role-Playing;Japanese-Style,PC,81,8.2,No Online Multiplayer,115,ni no kuni ii revenant kingdom,4,2018,439163,33829 hours,9445,146,5084,610,47,12.98
217,3100,dragons dogma dark arisen,2016,"Capcom,QLOC",Role-Playing;Action RPG,PC,81,8.1,No Online Multiplayer,121,dragons dogma dark arisen,2,2020,656883,5033 hours,27620,20,646,945,7,130.52
218,3118,pro evolution soccer 2018,2017,Konami,Sports;Team;Soccer;Sim,PC,81,7.1,Online Multiplayer,197,pro evolution soccer 2018,11,2017,146679,6990 hours,29038,25,1264,204,9,20.98
219,3124,world of warcraft battle for azeroth,2018,BlizzardEntertainment,Role-Playing;Massively Multiplayer,PC,80,5.3,Massively Multiplayer,189,world of warcraft battle for azeroth,8,2018,230598,65327 hours,5800,1659,7499,310,87,3.53
220,3147,wasteland 2,2014,InXileEntertainment,PC-style RPG;General;Role-Playing;PC-style RPG;Western-Style,PC,81,7.3,not specified,148,wasteland 2,2,2020,506126,1906 hours,22327,10,134,728,2,265.54
221,3154,call of duty black ops,2010,Treyarch,Action;Shooter;Shooter;First-Person;Historic;Historic;Arcade,PC,81,5.3,not specified,149,call of duty black ops,3,2017,185081,8023 hours,34830,34,1228,249,10,23.07
222,3166,stories untold,2017,NoCode,Adventure;Text,PC,81,6.8,not specified,186,stories untold,3,2017,136187,433 hours,37433,6,135,183,0,314.52
223,3173,slime rancher,2017,MonomiPark,Action;Shooter;First-Person;Arcade,PC,81,7.8,No Online Multiplayer,192,slime rancher,3,2019,279979,36511 hours,23423,251,10243,376,49,7.67
224,3201,mirrors edge,2009,EADICE,Action;Shooter;First-Person;Modern;Action Adventure;Modern;General;Modern,PC,81,8.1,1 Player,192,mirrors edge,7,2017,224860,901 hours,167641,13,328,302,1,249.57
225,3206,trackmania 2 canyon,2011,Nadeo,Driving;Racing;Arcade;Arcade;Automobile,PC,81,7.7,not specified,150,trackmania 2 canyon,12,2017,251411,270 hours,31899,5,84,338,0,931.15
226,3207,motorsport manager,2016,PlaysportGames,Action;Simulation;General;Virtual;Career,PC,81,8.5,No Online Multiplayer,125,motorsport manager,4,2020,889460,6162 hours,31849,40,603,1237,8,144.35
227,3218,south park the fractured but whole,2017,UbisoftSanFrancisco,Role-Playing;General,PC,81,6.6,No Online Multiplayer,197,south park the fractured but whole,10,2019,299232,2421 hours,25048,13,615,402,3,123.6
228,3222,fifa 18,2017,EAVancouver,Sports;Team;Soccer;Sim,PC,81,2.7,not specified,73,fifa 18,9,2018,802573,71184 hours,13869,419,19928,1116,99,11.27
229,3244,wreckfest,2018,Bugbear,Driving;General;General;Racing;Arcade;Automobile,PC,81,8.3,,164,wreckfest,8,2018,289697,7605 hours,26025,37,1631,389,10,38.09
230,3245,the red strings club,2018,Deconstructeam,Adventure;Visual Novel,PC,81,7.9,not specified,171,the red strings club,2,2018,198079,657 hours,28221,7,196,295,0,301.49
231,3246,world of warships,2015,Wargaming.net,Action;General;General,PC,81,6.1,Online Multiplayer,84,world of warships,4,2021,2548919,67218 hours,17882,205,4484,3545,93,37.92
