,Unnamed: 0,Title,Year_x,Publisher,Genre,Platform,Metascore,Avg_Userscore,No_Players,Rank,Game,Month,Year_y,Hours_watched,Hours_Streamed,Peak_viewers,Peak_channels,Streamers,Avg_viewers,Avg_channels,Avg_viewer_ratio
1313,4734,tabula rasa,2007,NCSOFT,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Sci-Fi,PC,78,8.0,Massively Multiplayer,,,,,,,,,,,,
1315,4740,nancy drew the ransom of the seven ships,2009,HerInteractive,Adventure;3D;First-Person;Modern,PC,78,8.6,1 Player,,,,,,,,,,,,
1317,4753,deadlight,2012,TequilaWorks,Action;General;Platformer;Platformer;2D;2D,PC,78,7.4,not specified,,,,,,,,,,,,
1318,4754,fallout 3 the pitt,2009,BethesdaGameStudios,Role-Playing;First-Person;First-Person;Western-Style,PC,78,6.8,1 Player,,,,,,,,,,,,
1319,4762,galakz the dimensional,2015,17-Bit,Action;Shooter;Shoot-'Em-Up;Vertical,PC,78,6.3,No Online Multiplayer,,,,,,,,,,,,
1320,4769,austerlitz napoleons greatest victory,2002,BreakAwayGames,Strategy;Wargame;Real-Time;Real-Time,PC,78,6.3,not specified,,,,,,,,,,,,
1321,4773,desperados wanted dead or alive,2001,Spellbound,Strategy;General;General,PC,78,8.8,No Online Multiplayer,,,,,,,,,,,,
1322,4776,dirt track racing sprint cars,2000,Ratbag,Driving;Racing;Simulation;Stock Car;Stock Car;Automobile,PC,78,8.7,1-10 ,,,,,,,,,,,,
1324,4783,joe devers lone wolf,2014,ForgeReply,Action;Adventure;General,PC,78,6.9,No Online Multiplayer,,,,,,,,,,,,
1325,4786,tropico 4,2011,"Haemimont,HaemimontGames",Strategy;Tycoon;Management;Tycoon;Government,PC,78,7.7,No Online Multiplayer,,,,,,,,,,,,
1326,4788,vaporum,2017,FatbotGames,Role-Playing;Action RPG,PC,78,6.9,No Online Multiplayer,,,,,,,,,,,,
1327,4790,ark episode 3 the great escape,2015,GatoSalvajeStudio,Adventure;General,PC,78,8.2,No Online Multiplayer,,,,,,,,,,,,
1328,4791,world class poker with tj cloutier,2005,MasquePublishing,Miscellaneous;Parlor;Gambling;Gambling,PC,78,6.7,not specified,,,,,,,,,,,,
1329,4793,tales from the borderlands episode 2 atlas mugged,2015,TelltaleGames,Adventure;General,PC,78,8.7,not specified,,,,,,,,,,,,
1330,4795,the count lucanor,2016,BaroqueDecay,Action Adventure;General,PC,78,7.7,No Online Multiplayer,,,,,,,,,,,,
1332,4797,baseball mogul 2007,2006,SportsMogul,Sports;Traditional;Team;Baseball;Management;Management;Sim,PC,78,7.8,1 Player,,,,,,,,,,,,
1333,4800,pacman championship edition 2,2016,BandaiNamcoGames,Action;Arcade,PC,78,6.6,No Online Multiplayer,,,,,,,,,,,,
1334,4802,crashlands,2016,ButterscotchShenanigans,Role-Playing;Action RPG,PC,78,8.2,No Online Multiplayer,,,,,,,,,,,,
1335,4803,kings bounty crossworlds,2010,KatauriInteractive,Strategy;Turn-Based;Fantasy;General;Fantasy,PC,78,8.5,not specified,,,,,,,,,,,,
1336,4805,dawn of discovery venice,2010,RelatedDesigns,Simulation;General;General,PC,78,8.4,not specified,,,,,,,,,,,,
1337,4809,legendary gary,2018,EvanRogers,Strategy;Turn-Based;General,PC,78,tbd,not specified,,,,,,,,,,,,
1338,4811,shadows of adam,2017,SomethingClassicGamesLLC,Role-Playing;Japanese-Style,PC,78,8.2,No Online Multiplayer,,,,,,,,,,,,
1339,4814,dungelot shattered lands,2016,"RedWinterSoftwareLimited,RedWinterSoftware",Role-Playing;Strategy;Turn-Based;General;Tactics,PC,78,6.8,No Online Multiplayer,,,,,,,,,,,,
1340,4818,battlefield 3 end game,2013,EADICE,Action;Shooter;Shooter;First-Person;Modern;Tactical;Modern;Arcade,PC,78,7.3,not specified,,,,,,,,,,,,
1341,4833,titan quest,2006,IronLoreEntertainment,Role-Playing;Action RPG;Action RPG,PC,77,8.1,1-6 ,,,,,,,,,,,,
1342,4836,deathtrap,2015,NeocoreGames,Strategy;General,PC,77,8.0,not specified,,,,,,,,,,,,
1343,4838,ancestors legacy,2018,DestructiveCreations,Strategy;Real-Time;General,PC,77,7.4,Online Multiplayer,,,,,,,,,,,,
1344,4842,galactic civilizations altarian prophecy,2004,Stardock,Strategy;Turn-Based;Real-Time;Sci-Fi;4X,PC,77,7.8,1 Player,,,,,,,,,,,,
1345,4847,republique episode 1 exordium,2015,"Camouflaj,LLC",Action Adventure;Linear,PC,77,7.5,No Online Multiplayer,,,,,,,,,,,,
1346,4854,sonic generations,2011,Sega,Action;Platformer;Platformer;3D;3D,PC,77,8.3,No Online Multiplayer,,,,,,,,,,,,
1347,4867,reigns,2016,Nerial,Simulation;General,PC,77,7.5,No Online Multiplayer,,,,,,,,,,,,
1349,4874,tower of time,2018,EventHorizonSoftware,Role-Playing;Action RPG,PC,77,8.0,not specified,,,,,,,,,,,,
1350,4880,delta force black hawk down,2003,NovaLogic,Action;Shooter;Shooter;First-Person;Tactical;Modern;Modern,PC,77,8.0,1-32 ,,,,,,,,,,,,
1351,4882,arx fatalis,2002,ArkaneStudios,Role-Playing;First-Person;First-Person;Western-Style,PC,77,8.3,No Online Multiplayer,,,,,,,,,,,,
1352,4883,geoff crammonds grand prix 4,2002,"Atari,MicroProse,AtariSA",Driving;Racing;Simulation;Formula One;Formula One;Automobile,PC,77,8.7,1-8 ,,,,,,,,,,,,
1353,4884,emperor rise of the middle kingdom,2002,BreakAwayGames,Strategy;City Building;Management;Historic;Historic;Government,PC,77,8.2,1-8 ,,,,,,,,,,,,
1354,4887,ground control dark conspiracy,2000,HighVoltageSoftware,Strategy;Real-Time;Sci-Fi;Sci-Fi;General,PC,77,6.6,1-8 ,,,,,,,,,,,,
1356,4896,sherlock holmes crimes punishments,2014,Frogwares,Adventure;General,PC,77,7.8,No Online Multiplayer,,,,,,,,,,,,
1357,4908,arma 2,2009,BohemiaInteractive,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,PC,77,7.5,not specified,,,,,,,,,,,,
1358,4915,f1 2013,2013,Codemasters,Driving;Racing;Simulation;Formula One;Formula One;Automobile,PC,77,6.4,not specified,,,,,,,,,,,,
1359,4918,deathspank,2010,HotheadGames,Action;Role-Playing;General;Action RPG,PC,77,7.9,No Online Multiplayer,,,,,,,,,,,,
1360,4919,al emmo and the lost dutchmans mine,2006,HimalayaStudios,Adventure;Third-Person;Point-and-Click;Modern;Modern,PC,77,7.4,not specified,,,,,,,,,,,,
1361,4925,expeditions conquistador,2013,LogicArtists,Role-Playing;General;General,PC,77,8.2,not specified,,,,,,,,,,,,
1362,4927,life is strange chrysalis,2015,DONTNODEntertainment,Action Adventure;General,PC,77,8.6,not specified,,,,,,,,,,,,
1363,4931,gary grigsbys world at war,2005,2By3Games,Strategy;Turn-Based;Historic;Historic,PC,77,6.1,5  Online,,,,,,,,,,,,
1364,4934,zeno clash,2009,ACETeam,Action;Adventure;Shooter;3D;First-Person;Fantasy;Sci-Fi,PC,77,7.9,not specified,,,,,,,,,,,,
1365,4939,operation flashpoint resistance,2002,BohemiaInteractive,Action;Shooter;Shooter;First-Person;Tactical;Modern;Modern,PC,77,8.9,1-64 ,,,,,,,,,,,,
1366,4941,etherlords,2001,NivalInteractive,Strategy;Turn-Based;General;General,PC,77,7.6,1-2 ,,,,,,,,,,,,
1367,4942,fifa soccer 2002,2001,EASports,Sports;Traditional;Team;Soccer;Sim;Sim,PC,77,7.7,1-8 ,,,,,,,,,,,,
1368,4949,fifa soccer 09,2008,EACanada,Sports;Traditional;Team;Soccer;Sim;Sim,PC,77,6.8,not specified,,,,,,,,,,,,
1369,4950,fifa world cup germany 2006,2006,EACanada,Sports;Traditional;Team;Soccer;Sim;Sim,PC,77,7.6,2  Online,,,,,,,,,,,,
1370,4951,giana sisters twisted dreams,2012,BlackForestGames,Action;Platformer;Platformer;2D;2D,PC,77,7.8,not specified,,,,,,,,,,,,
1371,4952,alien swarm,2010,ValveSoftware,Action;Shooter;Shooter;Third-Person;Tactical;Modern,PC,77,8.2,not specified,,,,,,,,,,,,
1372,4956,soldiers heroes of world war 2,2004,BestWay,Strategy;Real-Time;Military;General;Military,PC,77,8.6,1-4 ,,,,,,,,,,,,
1373,4958,the elder scrolls online morrowind,2017,ZeniMaxMedia,Role-Playing;Massively Multiplayer,PC,77,6.4,not specified,,,,,,,,,,,,
1374,4960,bloodstained curse of the moon,2018,IntiCreates,Action Adventure;Open-World,PC,77,7.1,No Online Multiplayer,,,,,,,,,,,,
1375,4962,figment,2017,BedtimeDigitalGames,Action;General,PC,77,7.2,No Online Multiplayer,,,,,,,,,,,,
1376,4968,baldurs gate siege of dragonspear,2016,OverhaulGames,Role-Playing;Western-Style,PC,77,3.6,not specified,,,,,,,,,,,,
1377,4975,men of war assault squad,2011,"THQ,1C,1CCompany",Strategy;Real-Time;Military;Military;Tactics,PC,77,8.2,not specified,,,,,,,,,,,,
1378,4977,command conquer 3 kanes wrath,2008,EALA,Strategy;Real-Time;Sci-Fi;Sci-Fi;General,PC,77,8.2,8  Online,,,,,,,,,,,,
1379,4985,arena wars,2004,"AscaronEntertainmentGmbH,AscaronEntertainment",Strategy;Real-Time;Modern;General;Modern,PC,77,7.7,1-8 ,,,,,,,,,,,,
1380,4990,element4l,2013,i-illusions,Action;Platformer;Platformer;2D;2D,PC,77,7.7,not specified,,,,,,,,,,,,
1381,4991,anomaly 2,2013,11bitstudios,Action;Strategy;General;Real-Time;Sci-Fi;Sci-Fi;General,PC,77,7.9,not specified,,,,,,,,,,,,
1382,4995,donut county,2018,BenEsposito,Action Adventure;General,PC,77,8.1,No Online Multiplayer,,,,,,,,,,,,
